unix_time,timestamp,gpu_index,gpu_name,memory_used_mib,memory_total_mib,memory_percent
1774626058.621,2026-03-27T15:40:58,7,NVIDIA H200,4,143771,0.0028
1774626059.622,2026-03-27T15:40:59,0,NVIDIA H200,4,143771,0.0028
1774626059.622,2026-03-27T15:40:59,1,NVIDIA H200,4,143771,0.0028
1774626059.622,2026-03-27T15:40:59,2,NVIDIA H200,4,143771,0.0028
1774626059.622,2026-03-27T15:40:59,3,NVIDIA H200,4,143771,0.0028
1774626059.622,2026-03-27T15:40:59,4,NVIDIA H200,4,143771,0.0028
1774626059.622,2026-03-27T15:40:59,5,NVIDIA H200,4,143771,0.0028
1774626059.622,2026-03-27T15:40:59,6,NVIDIA H200,4,143771,0.0028
1774626059.622,2026-03-27T15:40:59,7,NVIDIA H200,4,143771,0.0028
1774626060.623,2026-03-27T15:41:00,0,NVIDIA H200,4,143771,0.0028
1774626060.623,2026-03-27T15:41:00,1,NVIDIA H200,4,143771,0.0028
1774626060.623,2026-03-27T15:41:00,2,NVIDIA H200,4,143771,0.0028
1774626060.623,2026-03-27T15:41:00,3,NVIDIA H200,4,143771,0.0028
1774626060.623,2026-03-27T15:41:00,4,NVIDIA H200,4,143771,0.0028
1774626060.623,2026-03-27T15:41:00,5,NVIDIA H200,4,143771,0.0028
1774626060.623,2026-03-27T15:41:00,6,NVIDIA H200,4,143771,0.0028
1774626060.623,2026-03-27T15:41:00,7,NVIDIA H200,4,143771,0.0028
1774626061.624,2026-03-27T15:41:01,0,NVIDIA H200,4,143771,0.0028
1774626061.624,2026-03-27T15:41:01,1,NVIDIA H200,4,143771,0.0028
1774626061.624,2026-03-27T15:41:01,2,NVIDIA H200,4,143771,0.0028
1774626061.624,2026-03-27T15:41:01,3,NVIDIA H200,4,143771,0.0028
1774626061.624,2026-03-27T15:41:01,4,NVIDIA H200,4,143771,0.0028
1774626061.624,2026-03-27T15:41:01,5,NVIDIA H200,4,143771,0.0028
1774626061.624,2026-03-27T15:41:01,6,NVIDIA H200,4,143771,0.0028
1774626061.624,2026-03-27T15:41:01,7,NVIDIA H200,4,143771,0.0028
1774626062.625,2026-03-27T15:41:02,0,NVIDIA H200,4,143771,0.0028
1774626062.625,2026-03-27T15:41:02,1,NVIDIA H200,4,143771,0.0028
1774626062.625,2026-03-27T15:41:02,2,NVIDIA H200,4,143771,0.0028
1774626062.625,2026-03-27T15:41:02,3,NVIDIA H200,4,143771,0.0028
1774626062.625,2026-03-27T15:41:02,4,NVIDIA H200,4,143771,0.0028
1774626062.625,2026-03-27T15:41:02,5,NVIDIA H200,4,143771,0.0028
1774626062.625,2026-03-27T15:41:02,6,NVIDIA H200,4,143771,0.0028
1774626062.625,2026-03-27T15:41:02,7,NVIDIA H200,4,143771,0.0028
1774626063.625,2026-03-27T15:41:03,0,NVIDIA H200,4,143771,0.0028
1774626063.625,2026-03-27T15:41:03,1,NVIDIA H200,4,143771,0.0028
1774626063.625,2026-03-27T15:41:03,2,NVIDIA H200,4,143771,0.0028
1774626063.625,2026-03-27T15:41:03,3,NVIDIA H200,4,143771,0.0028
1774626063.625,2026-03-27T15:41:03,4,NVIDIA H200,4,143771,0.0028
1774626063.625,2026-03-27T15:41:03,5,NVIDIA H200,4,143771,0.0028
1774626063.625,2026-03-27T15:41:03,6,NVIDIA H200,4,143771,0.0028
1774626063.625,2026-03-27T15:41:03,7,NVIDIA H200,4,143771,0.0028
1774626064.626,2026-03-27T15:41:04,0,NVIDIA H200,4,143771,0.0028
1774626064.626,2026-03-27T15:41:04,1,NVIDIA H200,4,143771,0.0028
1774626064.626,2026-03-27T15:41:04,2,NVIDIA H200,4,143771,0.0028
1774626064.626,2026-03-27T15:41:04,3,NVIDIA H200,4,143771,0.0028
1774626064.626,2026-03-27T15:41:04,4,NVIDIA H200,4,143771,0.0028
1774626064.626,2026-03-27T15:41:04,5,NVIDIA H200,4,143771,0.0028
1774626064.626,2026-03-27T15:41:04,6,NVIDIA H200,4,143771,0.0028
1774626064.626,2026-03-27T15:41:04,7,NVIDIA H200,4,143771,0.0028
1774626065.627,2026-03-27T15:41:05,0,NVIDIA H200,4,143771,0.0028
1774626065.627,2026-03-27T15:41:05,1,NVIDIA H200,4,143771,0.0028
1774626065.627,2026-03-27T15:41:05,2,NVIDIA H200,4,143771,0.0028
1774626065.627,2026-03-27T15:41:05,3,NVIDIA H200,4,143771,0.0028
1774626065.627,2026-03-27T15:41:05,4,NVIDIA H200,4,143771,0.0028
1774626065.627,2026-03-27T15:41:05,5,NVIDIA H200,4,143771,0.0028
1774626065.627,2026-03-27T15:41:05,6,NVIDIA H200,4,143771,0.0028
1774626065.627,2026-03-27T15:41:05,7,NVIDIA H200,4,143771,0.0028
1774626066.628,2026-03-27T15:41:06,0,NVIDIA H200,4,143771,0.0028
1774626066.628,2026-03-27T15:41:06,1,NVIDIA H200,4,143771,0.0028
1774626066.628,2026-03-27T15:41:06,2,NVIDIA H200,4,143771,0.0028
1774626066.628,2026-03-27T15:41:06,3,NVIDIA H200,4,143771,0.0028
1774626066.628,2026-03-27T15:41:06,4,NVIDIA H200,4,143771,0.0028
1774626066.628,2026-03-27T15:41:06,5,NVIDIA H200,4,143771,0.0028
1774626066.628,2026-03-27T15:41:06,6,NVIDIA H200,4,143771,0.0028
1774626066.628,2026-03-27T15:41:06,7,NVIDIA H200,4,143771,0.0028
1774626067.629,2026-03-27T15:41:07,0,NVIDIA H200,4,143771,0.0028
1774626067.629,2026-03-27T15:41:07,1,NVIDIA H200,4,143771,0.0028
1774626067.629,2026-03-27T15:41:07,2,NVIDIA H200,4,143771,0.0028
1774626067.629,2026-03-27T15:41:07,3,NVIDIA H200,4,143771,0.0028
1774626067.629,2026-03-27T15:41:07,4,NVIDIA H200,4,143771,0.0028
1774626067.629,2026-03-27T15:41:07,5,NVIDIA H200,4,143771,0.0028
1774626067.629,2026-03-27T15:41:07,6,NVIDIA H200,4,143771,0.0028
1774626067.629,2026-03-27T15:41:07,7,NVIDIA H200,4,143771,0.0028
1774626068.629,2026-03-27T15:41:08,0,NVIDIA H200,4,143771,0.0028
1774626068.629,2026-03-27T15:41:08,1,NVIDIA H200,4,143771,0.0028
1774626068.629,2026-03-27T15:41:08,2,NVIDIA H200,4,143771,0.0028
1774626068.629,2026-03-27T15:41:08,3,NVIDIA H200,4,143771,0.0028
1774626068.629,2026-03-27T15:41:08,4,NVIDIA H200,4,143771,0.0028
1774626068.629,2026-03-27T15:41:08,5,NVIDIA H200,4,143771,0.0028
1774626068.629,2026-03-27T15:41:08,6,NVIDIA H200,4,143771,0.0028
1774626068.629,2026-03-27T15:41:08,7,NVIDIA H200,4,143771,0.0028
1774626069.630,2026-03-27T15:41:09,0,NVIDIA H200,4,143771,0.0028
1774626069.630,2026-03-27T15:41:09,1,NVIDIA H200,4,143771,0.0028
1774626069.630,2026-03-27T15:41:09,2,NVIDIA H200,4,143771,0.0028
1774626069.630,2026-03-27T15:41:09,3,NVIDIA H200,4,143771,0.0028
1774626069.630,2026-03-27T15:41:09,4,NVIDIA H200,4,143771,0.0028
1774626069.630,2026-03-27T15:41:09,5,NVIDIA H200,4,143771,0.0028
1774626069.630,2026-03-27T15:41:09,6,NVIDIA H200,4,143771,0.0028
1774626069.630,2026-03-27T15:41:09,7,NVIDIA H200,4,143771,0.0028
1774626070.631,2026-03-27T15:41:10,0,NVIDIA H200,4,143771,0.0028
1774626070.631,2026-03-27T15:41:10,1,NVIDIA H200,4,143771,0.0028
1774626070.631,2026-03-27T15:41:10,2,NVIDIA H200,4,143771,0.0028
1774626070.631,2026-03-27T15:41:10,3,NVIDIA H200,4,143771,0.0028
1774626070.631,2026-03-27T15:41:10,4,NVIDIA H200,4,143771,0.0028
1774626070.631,2026-03-27T15:41:10,5,NVIDIA H200,4,143771,0.0028
1774626070.631,2026-03-27T15:41:10,6,NVIDIA H200,4,143771,0.0028
1774626070.631,2026-03-27T15:41:10,7,NVIDIA H200,4,143771,0.0028
1774626071.632,2026-03-27T15:41:11,0,NVIDIA H200,4,143771,0.0028
1774626071.632,2026-03-27T15:41:11,1,NVIDIA H200,4,143771,0.0028
1774626071.632,2026-03-27T15:41:11,2,NVIDIA H200,4,143771,0.0028
1774626071.632,2026-03-27T15:41:11,3,NVIDIA H200,4,143771,0.0028
1774626071.632,2026-03-27T15:41:11,4,NVIDIA H200,4,143771,0.0028
1774626071.632,2026-03-27T15:41:11,5,NVIDIA H200,4,143771,0.0028
1774626071.632,2026-03-27T15:41:11,6,NVIDIA H200,4,143771,0.0028
1774626071.632,2026-03-27T15:41:11,7,NVIDIA H200,4,143771,0.0028
1774626072.633,2026-03-27T15:41:12,0,NVIDIA H200,4,143771,0.0028
1774626072.633,2026-03-27T15:41:12,1,NVIDIA H200,4,143771,0.0028
1774626072.633,2026-03-27T15:41:12,2,NVIDIA H200,4,143771,0.0028
1774626072.633,2026-03-27T15:41:12,3,NVIDIA H200,4,143771,0.0028
1774626072.633,2026-03-27T15:41:12,4,NVIDIA H200,4,143771,0.0028
1774626072.633,2026-03-27T15:41:12,5,NVIDIA H200,4,143771,0.0028
1774626072.633,2026-03-27T15:41:12,6,NVIDIA H200,4,143771,0.0028
1774626072.633,2026-03-27T15:41:12,7,NVIDIA H200,4,143771,0.0028
1774626073.633,2026-03-27T15:41:13,0,NVIDIA H200,4,143771,0.0028
1774626073.633,2026-03-27T15:41:13,1,NVIDIA H200,4,143771,0.0028
1774626073.633,2026-03-27T15:41:13,2,NVIDIA H200,4,143771,0.0028
1774626073.633,2026-03-27T15:41:13,3,NVIDIA H200,4,143771,0.0028
1774626073.633,2026-03-27T15:41:13,4,NVIDIA H200,4,143771,0.0028
1774626073.633,2026-03-27T15:41:13,5,NVIDIA H200,4,143771,0.0028
1774626073.633,2026-03-27T15:41:13,6,NVIDIA H200,4,143771,0.0028
1774626073.633,2026-03-27T15:41:13,7,NVIDIA H200,4,143771,0.0028
